record_id,doi,title,year,openalex_id,query_ids,openalex_work_type,known_anchor,live_concept_filter_drift,missing_live_concepts,title_floral,title_pollinator,title_antagonist,abstract_floral,abstract_pollinator,abstract_antagonist,title_floral_matches,title_pollinator_matches,title_antagonist_matches,abstract_floral_matches,abstract_pollinator_matches,abstract_antagonist_matches,machine_priority,machine_note,formal_title_abstract_decision,formal_title_abstract_reason
SCHPRISMA-000228,10.1371/journal.pone.0025371,Dopamine and Octopamine Influence Avoidance Learning of Honey Bees in a Place Preference Assay,2011,https://openalex.org/W2023993919,Q10,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination,antagonists,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000229,10.7717/peerj.8822,Draft genome of Rosenbergiella nectarea strain 8N4T provides insights into the potential role of this species in its plant host,2020,https://openalex.org/W3014458905,Q13,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination;pollinators,nectar thieves,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000230,10.3732/ajb.1300159,Dramatic vestigialization of floral fragrance across a transition from outcrossing to selfing in Abronia umbellata (Nyctaginaceae),2013,https://openalex.org/W2333980045,Q05;Q09,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollinated;pollination;pollinators,herbivores;herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000231,10.2307/2657108,"Drought stress, plant water status, and floral trait expression in fireweed, Epilobium angustifolium (Onagraceae)",2001,https://openalex.org/W2130740902,Q10,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower,pollinated;pollinator;pollinators,antagonistic,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000233,10.1002/ece3.10418,Ecological convergence in phytochemistry and flower–insect visitor interactions along an Andean elevation gradient,2023,https://openalex.org/W4386013086,Q01;Q02;Q03;Q05;Q10;Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,floral;flower,floral visitor;pollination,herbivory;seed predation;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000235,10.55362/ijecol/2026/0106,Ecological Roles of Indian Palm Squirrels ( spp.) as Floral Funambulus Visitors Across Five Indian States: First Comprehensive Account,2026,https://openalex.org/W7165002080,Q10;Q13,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,floral visitors;pollinators,nectar robbers,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000236,10.1111/nph.13243,Ecology and evolution of floral volatile‐mediated information transfer in plants,2015,https://openalex.org/W2159060007,Q01;Q02;Q05;Q06;Q09;Q11,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,floral visitors;pollination;pollinator;pollinators,antagonists,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000237,10.1080/10635150802208798,"Ecology and Evolution of Flowers.—Lawrence D. Harder and Spencer C.H. Barrett (editors). 2007. Oxford University Press, New York. 392 pp. ISBN: 978-0-19-857085-1 (hardback, 2006) $150 $75. ISBN: 978-0-19-857086-8 (paperback) $75 $39.95",2008,https://openalex.org/W2338958236,Q10,book-review,NO,NO,,YES,NO,NO,YES,YES,YES,flowers,,,floral;flower;flowers,pollinated;pollinating;pollination;pollinator;pollinators,antagonistic;non-pollinating,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000238,,"Ecology of pollinators, pests and natural enemies in agricultural landscapes",2019,https://openalex.org/W2941737794,Q13,dissertation,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinators,,flower,pollinate;pollinating;pollinator;pollinators,parasitism,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000239,10.1111/een.13322,Ecosystem functions and functional traits for the study of phytophagous scarab beetles (Coleoptera: Scarabaeidae),2024,https://openalex.org/W4393268276,Q01,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flowers,pollination,exploit,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000240,10.1111/j.1600-0706.2012.00172.x,Editorial,2012,https://openalex.org/W4230880190,Q08,editorial,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinator,herbivores;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000241,10.3389/fpls.2021.736998,Editorial: The Role of Flower Color in Angiosperm Evolution,2021,https://openalex.org/W3199934615,Q06;Q07;Q08,editorial,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,floral;flower;flowers,pollinator,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000242,10.14393/ufu.te.2017.43,Efeitos da assimetria floral e das interações formigas-plantas nas interações plantas-visitantes florais,2017,https://openalex.org/W2948069586,Q01;Q06;Q07,dissertation,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flowers,floral visitor;floral visitors;pollination;pollinator;pollinators,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000243,,Effect of heather flavonoids on the buff-tailed bumblebee,2022,https://openalex.org/W7133392996,Q10,dissertation,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinators,parasite;parasites;parasitic;parasitized,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000245,10.3389/fpls.2019.00327,Effect of Pollen Limitation and Pollinator Visitation on Pollination Success of Haloxylon ammodendron (C. A. Mey.) Bunge in Fragmented Habitats,2019,https://openalex.org/W2925278902,Q08,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination;pollinator,,floral;flowers,pollination;pollinator;pollinators,exploit,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000246,10.55446/ije.2023.945,Effects of Ants on the Fruit Setting of Artabotrys Odoratissimus R. Br.,2023,https://openalex.org/W4380875693,Q01;Q05,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flowers,pollinating;pollinator;pollinators,antagonistic;herbivore,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000247,10.1111/1365-2745.14018,Effects of biotic interactions on plant fecundity depend on spatial and functional structure of communities and time since disturbance,2022,https://openalex.org/W4306407789,Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinator;pollinators,seed predator;seed predators,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000248,10.1890/06-2128.1,"EFFECTS OF CLIMATE CHANGE ON PHENOLOGY, FROST DAMAGE, AND FLORAL ABUNDANCE OF MONTANE WILDFLOWERS",2008,https://openalex.org/W2164284641,Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,flower;flowers,pollinators,herbivores;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000249,10.1146/annurev-ento-022024-015159,Effects of Elevated CO2 and O3 on Aboveground Brassicaceous Plant–Insect Interactions,2024,https://openalex.org/W4403054106,Q05,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination,herbivore;herbivores,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000250,10.1093/aob/mcad195,"Effects of experimental warming on floral scent, display and rewards in two subalpine herbs",2023,https://openalex.org/W4390140123,Q01;Q03;Q04;Q05;Q08;Q09;Q10;Q12;Q13,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower,pollinator;pollinators,herbivore;oviposition;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000257,,Effects of nectar robbing by Xylocopa californica on Chilopsis linearis (Bignoniaceae),1989,https://openalex.org/W623865169,Q08;Q09,dissertation,NO,NO,,NO,NO,YES,YES,YES,YES,,,nectar robbing,flower;flowers,pollination,exploitation;nectar robbing,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000260,10.17863/cam.48560,Effects of plant viral pathogens on plant-pollinator relationships,2020,https://openalex.org/W3021161820,Q01;Q02;Q04;Q05;Q07;Q08;Q09;Q10;Q13,dissertation,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinator,,flower;flowers,pollination;pollinator;pollinators,nectar thieves,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000262,10.3389/fevo.2021.589781,Effects of the Relatedness of Neighbours on Floral Colour,2021,https://openalex.org/W3156644068,Q01;Q03;Q07;Q08;Q09;Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flowers,pollinated;pollinator;pollinators,exploitation;exploited,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000263,10.1111/plb.12338,Efficiency of pollination and satiation of predators determine reproductive output in Iberian Juniperus thurifera woodlands,2015,https://openalex.org/W1994855543,Q12,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,flowers,pollinated;pollination,seed predator;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000264,10.4257/oeco.2018.2204.02,EL ROL DE LOS COMPUESTOS ORGÁNICOS VOLÁTILES FLORALES EN LAS INTERACCIONES PLANTA-INSECTO,2018,https://openalex.org/W2904425006,Q10,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flowers,pollination;pollinators,antagonist;antagonistas;antagonistic;herbivory;herbivoría,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000265,10.1038/s41598-024-63967-z,"Elevated atmospheric CO2 has small, species-specific effects on pollen chemistry and plant growth across flowering plant species",2024,https://openalex.org/W4399673700,Q09;Q10,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flower;flowers,pollinators,herbivorous,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000266,10.1371/journal.pone.0283480,Elevated ozone and carbon dioxide affects the composition of volatile organic compounds emitted by Vicia faba (L.) and visitation by European orchard bee (Osmia cornuta),2023,https://openalex.org/W4367046388,Q01;Q08;Q09,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinator;pollinators,herbivore;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000267,10.1111/aec.13570,"Elucidating dietary secrets of the Blue‐headed Macaw, Primolius couloni (Sclater, 1876), through citizen‐sourced photographs",2024,https://openalex.org/W4400918530,Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination,florivory;seed predation,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000268,10.3390/plants13050651,Emerging Trends in Ant–Pollinator Conflict in Extrafloral Nectary-Bearing Plants,2024,https://openalex.org/W4392193031,Q01;Q02;Q05,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinator,,flowers,pollination,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000269,10.1093/plphys/kiad244,Encoding wild fragrance: The role of allelic variants in floral odor emissions,2023,https://openalex.org/W4366722856,Q01;Q02;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollinated;pollinator,florivore;herbivore,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000270,10.26786/1920-7603(2026)891,Endemic Castilleja grisea support diverse floral-visitor assemblages with implications for promoting local plant communities,2026,https://openalex.org/W7128551828,Q08,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,floral visitors,herbivore;parasitic,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000271,10.1111/j.1365-2745.2009.01534.x,Enhanced frugivory on invasive Silene latifolia in its native range due to increased oviposition,2009,https://openalex.org/W2086505600,Q12,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,oviposition,flower;flowers,pollinators,oviposition;seed predator,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000272,10.1046/j.0269-8463.2001.00599.x,Environmentally induced variation in floral traits affects the mating system in Datura wrightii,2002,https://openalex.org/W2053912846,Q08,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollination,herbivores;herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000273,10.1007/s10886-017-0898-9,Epiphytic Bacteria Alter Floral Scent Emissions,2017,https://openalex.org/W2770826310,Q01;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollination;pollinators,antagonistic,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000274,10.1038/s42003-020-01482-3,Evaluating insect-host interactions as a driver of species divergence in palm flower weevils,2020,https://openalex.org/W3112855945,Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,flower;flowers,flower visitors;pollination,antagonisms;antagonistic;florivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000275,10.1101/842153,Evaluating species interactions as a driver of phytophagous insect divergence,2019,https://openalex.org/W2987549766,Q12,preprint,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flower;flowers,flower visitors;pollination,antagonisms;antagonistic;florivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000276,,Evaluating the effects of climate change and pathogens on pollinator health using plant functional traits and longitudinal monitoring,2017,https://openalex.org/W2934007926,Q01;Q05;Q08;Q09,dissertation,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinator,,floral;flower,pollination;pollinator;pollinators,parasites,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000279,10.1017/pab.2025.10047,Evidence for increased animal pollination during the Paleocene–Eocene thermal maximum,2025,https://openalex.org/W4413131166,Q06,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,floral,pollinated;pollination;pollinators,herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000281,10.1093/molbev/msg030,Evidence for Positive Selection on the Floral Scent Gene Isoeugenol-O-methyltransferase,2003,https://openalex.org/W2011166637,Q01;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral,pollinator,herbivore,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000285,10.1093/molbev/msz292,Evolution of a Novel and Adaptive Floral Scent in Wild Tobacco,2019,https://openalex.org/W2993634846,Q02,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral,pollinators,florivore,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000286,10.1101/738112,Evolution of a novel and adaptive floral scent in wild tobacco,2019,https://openalex.org/W2969706128,Q01;Q02;Q05;Q10,preprint,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral,pollinators,florivore,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000287,,Evolution of floral and mating system variation in Camissoniopsis cheiranthifolia (Onagraceae): An evaluation of patterns and processes,2013,https://openalex.org/W2188125702,Q08;Q09;Q10,dissertation,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollinate;pollinators,florivores;florivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000290,10.1186/1471-2148-8-27,Evolution of sexual mimicry in the orchid subtribe orchidinae: the role of preadaptations in the attraction of male bees as pollinators,2008,https://openalex.org/W2011319476,Q01;Q07,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinators,,flowers,pollinated;pollination;pollinators,exploitation,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000291,10.1104/pp.105.061655,Evolutionary and Ecological Genomics of Arabidopsis,2005,https://openalex.org/W2055011264,Q09,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,fig;floral;flower,pollinating;pollination;pollinator;pollinators,exploit;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000292,10.35662/unine-thesis-2136,Evolutionary conflicts and ecological constraints at reproduction in the dioecious plant Silene latifolia,2009,https://openalex.org/W1525198502,Q12,dissertation,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flower;flowers,pollinated;pollinating;pollination;pollinator;pollinators,ovipositing;parasite;seed predation;seed predator;seed predators,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000293,10.1093/aob/mcy132,Evolutionary ecology of nectar,2018,https://openalex.org/W2884773276,Q08,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination;pollinator;pollinators,herbivores;nectar robbers,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000294,10.1146/annurev-ecolsys-112414-054215,Evolutionary Interactions Between Plant Reproduction and Defense Against Herbivores,2015,https://openalex.org/W2100914194,Q01;Q02;Q03;Q05;Q06;Q08;Q09;Q10;Q12,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,herbivores,floral,pollinator,antagonistic;herbivore;herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000296,10.3390/plants15020225,Experimental Florivory Influences Reproductive Success in the Field Bindweed (Convolvulus arvensis),2026,https://openalex.org/W7122470679,Q10;Q13,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,florivory,floral;flower;flowers,pollinator;pollinators,florivores;florivory;herbivorous,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000297,10.1111/nph.70496,Exploring the importance of aromatic plants' extrafloral volatiles for pollinator attraction,2025,https://openalex.org/W4413827208,Q01;Q05;Q06;Q07,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinator,,flowers,pollinator;pollinators,antagonists,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000298,10.1653/024.100.0308,Exploring Whether and How Ants (Hymenoptera: Formicidae) Affect Reproductive Fitness inSenna mexicanavar.chapmanii(Fabaceae),2017,https://openalex.org/W2755203206,Q08;Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinator;pollinators,herbivores;herbivory;seed predation;seed predators,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000299,10.1073/pnas.1809007116,Extreme diversification of floral volatiles within and among species of Lithophragma (Saxifragaceae),2019,https://openalex.org/W2911877627,Q01;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral,pollinators,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000300,10.1371/journal.pone.0044657,Extreme Reproduction and Survival of a True Cliffhanger: The Endangered Plant Borderea chouardii (Dioscoreaceae),2012,https://openalex.org/W2158933682,Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flower,flower visitors;pollination;pollinators,herbivores,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
