record_id,doi,title,year,openalex_id,query_ids,openalex_work_type,known_anchor,live_concept_filter_drift,missing_live_concepts,title_floral,title_pollinator,title_antagonist,abstract_floral,abstract_pollinator,abstract_antagonist,title_floral_matches,title_pollinator_matches,title_antagonist_matches,abstract_floral_matches,abstract_pollinator_matches,abstract_antagonist_matches,machine_priority,machine_note,formal_title_abstract_decision,formal_title_abstract_reason
SCHPRISMA-000213,10.1002/ajb2.16073,Disruptive selection via pollinators and seed predators on the height of flowers on a wind‐dispersed alpine herb,2022,https://openalex.org/W4301183239,Q12,article,NO,NO,,YES,YES,YES,YES,YES,YES,flowers,pollinators,seed predators,floral;flower;flowers,pollinated;pollinators,antagonist;antagonists;florivores;herbivory;seed predation;seed predators,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000214,10.2307/1939214,"Disturbance, Pollinator Predictability, and Pollination Success Among Costa Rican Cloud Forest Plants",1987,https://openalex.org/W2043719902,Q13,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination;pollinator,,flowers,pollination;pollinator,nectar robber,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000215,10.1002/ecy.4111,Divergent responses of generalist and specialist pollinators to experimental drought: Outcomes for plant reproduction,2023,https://openalex.org/W4378529603,Q05;Q08;Q09;Q10,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinators,,floral;flowers,pollinated;pollinator;pollinators,antagonists,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000216,10.3732/ajb.1600056,Diversification and coevolution in brood pollination mutualisms: Windows into the role of biotic interactions in generating biological diversity,2016,https://openalex.org/W2528570428,Q05,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,fig;figs,pollination;pollinator;pollinators,seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000217,10.1007/s00442-009-1424-8,Diversity of floral visitors to sympatric Lithophragma species differing in floral morphology,2009,https://openalex.org/W2096286011,Q10,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,floral visitors,,floral;flowers,floral visitors;pollinating;pollination;pollinator;pollinators,parasite,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000218,10.1016/j.sajb.2009.07.018,Do floral traits of Strelitzia reginae limit nectar theft by sunbirds?,2009,https://openalex.org/W2012624455,Q13,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,flower visitors;pollinating;pollination;pollinators,nectar thieves;non-pollinating,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000219,10.1371/journal.pone.0098755,"Do Flower Color and Floral Scent of Silene Species affect Host Preference of Hadena bicruris, a Seed-Eating Pollinator, under Field Conditions?",2014,https://openalex.org/W1977583687,Q01;Q03;Q05;Q08;Q09;Q10;Q12,article,YES,NO,,YES,YES,YES,YES,YES,YES,floral;flower,pollinator,seed-eating,floral;flower;flowers,pollinator,herbivory;ovipositing;seed predation;seed-eating,KNOWN_ANCHOR,Frozen source-adjudicated anchor; use as a screening sensitivity control.,,
SCHPRISMA-000220,10.1093/aobpla/plab029,Do flowers removed of either nectar or pollen attract fewer bumblebee pollinators? An experimental test in Impatiens oxyanthera,2021,https://openalex.org/W3166897683,Q04,article,NO,NO,,YES,YES,NO,YES,YES,YES,flowers,pollinators,,floral;flower;flowers,floral visitors;pollinator;pollinators,nectar robbers,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000221,10.4067/s0717-66432011000200007,Do pollinators respond in a dose-dependent manner to flower herbivory?: An experimental assessment in Loasa tricolor (Loasaceae),2011,https://openalex.org/W2002593568,Q01;Q05,article,NO,NO,,YES,YES,YES,YES,YES,YES,flower,pollinators,herbivory,floral;flower;flowers,pollinator;pollinators,florivory,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000222,10.1007/s00442-025-05706-3,Do savanna trees mast? Phenological dynamics of flowering and fruiting in savanna tree species,2025,https://openalex.org/W4410422693,Q08;Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flower,pollinators,seed predators,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000223,10.1007/s11258-025-01559-1,Do the traits of flowers and nectaries in Sapium glandulosum (Euphorbiaceae) shape insect interactions?,2025,https://openalex.org/W4413411718,Q01;Q08,article,NO,NO,,YES,NO,NO,NO,YES,YES,flowers,,,,pollination;pollinators,antagonism;herbivore;herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000224,10.1093/aobpla/ply057,Do we truly understand pollination syndromes in Petunia as much as we suppose?,2018,https://openalex.org/W2895305682,Q01;Q02;Q04;Q05;Q07;Q10;Q11;Q13,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,floral;flower;flowers,floral visitors;pollinated;pollination;pollinator;pollinators,antagonist,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000225,10.1007/s11829-019-09723-x,Does florivory affect the attraction of floral visitors to buzz-pollinated Solanum rostratum?,2019,https://openalex.org/W2980713602,Q02,article,NO,NO,,YES,YES,YES,NO,NO,NO,floral,floral visitors;pollinated,florivory,,,,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000226,10.1093/aob/mcaf053,Does flower size follow the ‘island rule’? A commentary on ‘Flower size evolution in the Southwest Pacific’,2025,https://openalex.org/W4409994831,Q08;Q09,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,fig;floral;flower;flowers,pollinated;pollination;pollinator;pollinators,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000227,,Does phylogeographic history cause among-population variation in floral scent in Arabis alpina?,2019,https://openalex.org/W2989931181,Q01,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower,pollinator;pollinators,herbivore;herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000228,10.1371/journal.pone.0025371,Dopamine and Octopamine Influence Avoidance Learning of Honey Bees in a Place Preference Assay,2011,https://openalex.org/W2023993919,Q10,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination,antagonists,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000229,10.7717/peerj.8822,Draft genome of Rosenbergiella nectarea strain 8N4T provides insights into the potential role of this species in its plant host,2020,https://openalex.org/W3014458905,Q13,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination;pollinators,nectar thieves,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000230,10.3732/ajb.1300159,Dramatic vestigialization of floral fragrance across a transition from outcrossing to selfing in Abronia umbellata (Nyctaginaceae),2013,https://openalex.org/W2333980045,Q05;Q09,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollinated;pollination;pollinators,herbivores;herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000231,10.2307/2657108,"Drought stress, plant water status, and floral trait expression in fireweed, Epilobium angustifolium (Onagraceae)",2001,https://openalex.org/W2130740902,Q10,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower,pollinated;pollinator;pollinators,antagonistic,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000232,10.1111/nph.14998,Ecological causes and consequences of flower color polymorphism in a self‐pollinating plant ( Boechera stricta ),2018,https://openalex.org/W2790063807,Q06;Q07;Q12,article,NO,NO,,YES,YES,NO,YES,YES,YES,flower,pollinating,,floral;flower;flowers,pollinating;pollinator,herbivore;herbivores;herbivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000233,10.1002/ece3.10418,Ecological convergence in phytochemistry and flower–insect visitor interactions along an Andean elevation gradient,2023,https://openalex.org/W4386013086,Q01;Q02;Q03;Q05;Q10;Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,floral;flower,floral visitor;pollination,herbivory;seed predation;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000234,10.1111/j.1558-5646.1999.tb04525.x,ECOLOGICAL COSTS OF PLANT RESISTANCE TO HERBIVORES IN THE CURRENCY OF POLLINATION,1999,https://openalex.org/W2037963925,Q08;Q09,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollination,herbivores,floral;flower;flowers,pollinator;pollinators,herbivores,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000235,10.55362/ijecol/2026/0106,Ecological Roles of Indian Palm Squirrels ( spp.) as Floral Funambulus Visitors Across Five Indian States: First Comprehensive Account,2026,https://openalex.org/W7165002080,Q10;Q13,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,floral visitors;pollinators,nectar robbers,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000236,10.1111/nph.13243,Ecology and evolution of floral volatile‐mediated information transfer in plants,2015,https://openalex.org/W2159060007,Q01;Q02;Q05;Q06;Q09;Q11,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,floral visitors;pollination;pollinator;pollinators,antagonists,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000237,10.1080/10635150802208798,"Ecology and Evolution of Flowers.—Lawrence D. Harder and Spencer C.H. Barrett (editors). 2007. Oxford University Press, New York. 392 pp. ISBN: 978-0-19-857085-1 (hardback, 2006) $150 $75. ISBN: 978-0-19-857086-8 (paperback) $75 $39.95",2008,https://openalex.org/W2338958236,Q10,book-review,NO,NO,,YES,NO,NO,YES,YES,YES,flowers,,,floral;flower;flowers,pollinated;pollinating;pollination;pollinator;pollinators,antagonistic;non-pollinating,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000238,,"Ecology of pollinators, pests and natural enemies in agricultural landscapes",2019,https://openalex.org/W2941737794,Q13,dissertation,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinators,,flower,pollinate;pollinating;pollinator;pollinators,parasitism,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000239,10.1111/een.13322,Ecosystem functions and functional traits for the study of phytophagous scarab beetles (Coleoptera: Scarabaeidae),2024,https://openalex.org/W4393268276,Q01,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flowers,pollination,exploit,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000240,10.1111/j.1600-0706.2012.00172.x,Editorial,2012,https://openalex.org/W4230880190,Q08,editorial,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinator,herbivores;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000241,10.3389/fpls.2021.736998,Editorial: The Role of Flower Color in Angiosperm Evolution,2021,https://openalex.org/W3199934615,Q06;Q07;Q08,editorial,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,floral;flower;flowers,pollinator,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000242,10.14393/ufu.te.2017.43,Efeitos da assimetria floral e das interações formigas-plantas nas interações plantas-visitantes florais,2017,https://openalex.org/W2948069586,Q01;Q06;Q07,dissertation,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flowers,floral visitor;floral visitors;pollination;pollinator;pollinators,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000243,,Effect of heather flavonoids on the buff-tailed bumblebee,2022,https://openalex.org/W7133392996,Q10,dissertation,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinators,parasite;parasites;parasitic;parasitized,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000244,10.1016/j.flora.2016.08.005,Effect of mutualistic and antagonistic bees on floral resources and pollination of a savanna shrub,2016,https://openalex.org/W2510487915,Q13,article,NO,NO,,YES,YES,YES,NO,NO,NO,floral,pollination,antagonistic,,,,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000245,10.3389/fpls.2019.00327,Effect of Pollen Limitation and Pollinator Visitation on Pollination Success of Haloxylon ammodendron (C. A. Mey.) Bunge in Fragmented Habitats,2019,https://openalex.org/W2925278902,Q08,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination;pollinator,,floral;flowers,pollination;pollinator;pollinators,exploit,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000246,10.55446/ije.2023.945,Effects of Ants on the Fruit Setting of Artabotrys Odoratissimus R. Br.,2023,https://openalex.org/W4380875693,Q01;Q05,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flowers,pollinating;pollinator;pollinators,antagonistic;herbivore,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000247,10.1111/1365-2745.14018,Effects of biotic interactions on plant fecundity depend on spatial and functional structure of communities and time since disturbance,2022,https://openalex.org/W4306407789,Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinator;pollinators,seed predator;seed predators,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000248,10.1890/06-2128.1,"EFFECTS OF CLIMATE CHANGE ON PHENOLOGY, FROST DAMAGE, AND FLORAL ABUNDANCE OF MONTANE WILDFLOWERS",2008,https://openalex.org/W2164284641,Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,flower;flowers,pollinators,herbivores;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000249,10.1146/annurev-ento-022024-015159,Effects of Elevated CO2 and O3 on Aboveground Brassicaceous Plant–Insect Interactions,2024,https://openalex.org/W4403054106,Q05,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination,herbivore;herbivores,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000250,10.1093/aob/mcad195,"Effects of experimental warming on floral scent, display and rewards in two subalpine herbs",2023,https://openalex.org/W4390140123,Q01;Q03;Q04;Q05;Q08;Q09;Q10;Q12;Q13,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower,pollinator;pollinators,herbivore;oviposition;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000251,10.3390/plants13040547,Effects of Florivory on Floral Visitors and Reproductive Success of Sagittaria lancifolia (Alismataceae) in a Mexican Wetland,2024,https://openalex.org/W4391959484,Q08;Q09;Q12;Q13,article,NO,NO,,YES,YES,YES,YES,YES,YES,floral,floral visitors,florivory,floral;flower;flowers,floral visitors;pollinator,florivore;florivores;florivory,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000252,10.3732/ajb.1600144,Effects of florivory on plant‐pollinator interactions: Implications for male and female components of plant reproduction,2016,https://openalex.org/W2468754323,Q13,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinator,florivory,floral;flower;flowers,floral visitor;pollination;pollinator;pollinators,florivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000253,10.1023/a:1023203325501,Effects of flower and seed predators and pollinators on fruit production in two sequentially flowering congeners,2003,https://openalex.org/W40526369,Q12,article,NO,NO,,YES,YES,YES,NO,NO,NO,flower,pollinators,seed predators,,,,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000254,10.3732/ajb.92.10.1641,Effects of herbivory and inbreeding on the pollinators and mating system of Mimulus guttatus (Phrymaceae),2005,https://openalex.org/W2144981673,Q08;Q09;Q10,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinators,herbivory,flower,pollinator;pollinators,antagonists;herbivore;herbivores;herbivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000255,,"Effects of insect herbivory on plant architecture, flowering phenology, flower visitors’ activity and reproduction success in Cirsium Altissimum L.",2013,https://openalex.org/W2600015960,Q08;Q10;Q12,dissertation,NO,NO,,YES,YES,YES,NO,NO,NO,flower,flower visitors,herbivory,,,,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000256,,Effects of leaf beetle herbivory on pollination success and fruit development in woodland strawberry Fragaria vesca,2013,https://openalex.org/W97634893,Q01;Q02;Q03;Q12,other,NO,NO,,NO,YES,YES,YES,YES,YES,,pollination,herbivory,flower;flowers,pollination;pollinator;pollinators,florivory;herbivore;herbivores;herbivory;parasitoid,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000257,,Effects of nectar robbing by Xylocopa californica on Chilopsis linearis (Bignoniaceae),1989,https://openalex.org/W623865169,Q08;Q09,dissertation,NO,NO,,NO,NO,YES,YES,YES,YES,,,nectar robbing,flower;flowers,pollination,exploitation;nectar robbing,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000258,,Effects of nectar robbing on pollinator behavior and pollination success in facultative selfing Incarvillea sinensis var. sinensis,2015,https://openalex.org/W2742069203,Q13,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollination;pollinator,nectar robbing,floral;flower;flowers,pollinator;pollinators,nectar robbers;nectar robbing,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000259,10.17520/biods.2015102,Effects of nectar robbing on pollinator behavior and pollination success in facultative selfing Incarvillea sinensis var. sinensis,2015,https://openalex.org/W2582737264,Q13,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollination;pollinator,nectar robbing,floral;flower;flowers,pollinator;pollinators,nectar robbers;nectar robbing,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000260,10.17863/cam.48560,Effects of plant viral pathogens on plant-pollinator relationships,2020,https://openalex.org/W3021161820,Q01;Q02;Q04;Q05;Q07;Q08;Q09;Q10;Q13,dissertation,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinator,,flower;flowers,pollination;pollinator;pollinators,nectar thieves,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000261,10.1093/aobpla/plu031,Effects of pollination limitation and seed predation on female reproductive success of a deceptive orchid,2014,https://openalex.org/W2100102900,Q08;Q09;Q10;Q12,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollination,seed predation,floral;flower;flowers,pollinated;pollination;pollinators,antagonists;seed predation;seed predators,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000262,10.3389/fevo.2021.589781,Effects of the Relatedness of Neighbours on Floral Colour,2021,https://openalex.org/W3156644068,Q01;Q03;Q07;Q08;Q09;Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flowers,pollinated;pollinator;pollinators,exploitation;exploited,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000263,10.1111/plb.12338,Efficiency of pollination and satiation of predators determine reproductive output in Iberian Juniperus thurifera woodlands,2015,https://openalex.org/W1994855543,Q12,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,flowers,pollinated;pollination,seed predator;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000264,10.4257/oeco.2018.2204.02,EL ROL DE LOS COMPUESTOS ORGÁNICOS VOLÁTILES FLORALES EN LAS INTERACCIONES PLANTA-INSECTO,2018,https://openalex.org/W2904425006,Q10,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flowers,pollination;pollinators,antagonist;antagonistas;antagonistic;herbivory;herbivoría,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000265,10.1038/s41598-024-63967-z,"Elevated atmospheric CO2 has small, species-specific effects on pollen chemistry and plant growth across flowering plant species",2024,https://openalex.org/W4399673700,Q09;Q10,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flower;flowers,pollinators,herbivorous,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000266,10.1371/journal.pone.0283480,Elevated ozone and carbon dioxide affects the composition of volatile organic compounds emitted by Vicia faba (L.) and visitation by European orchard bee (Osmia cornuta),2023,https://openalex.org/W4367046388,Q01;Q08;Q09,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinator;pollinators,herbivore;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000267,10.1111/aec.13570,"Elucidating dietary secrets of the Blue‐headed Macaw, Primolius couloni (Sclater, 1876), through citizen‐sourced photographs",2024,https://openalex.org/W4400918530,Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination,florivory;seed predation,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000268,10.3390/plants13050651,Emerging Trends in Ant–Pollinator Conflict in Extrafloral Nectary-Bearing Plants,2024,https://openalex.org/W4392193031,Q01;Q02;Q05,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinator,,flowers,pollination,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
