record_id,doi,title,year,openalex_id,query_ids,openalex_work_type,known_anchor,live_concept_filter_drift,missing_live_concepts,title_floral,title_pollinator,title_antagonist,abstract_floral,abstract_pollinator,abstract_antagonist,title_floral_matches,title_pollinator_matches,title_antagonist_matches,abstract_floral_matches,abstract_pollinator_matches,abstract_antagonist_matches,machine_priority,machine_note,formal_title_abstract_decision,formal_title_abstract_reason
SCHPRISMA-000311,10.1016/j.sajb.2017.04.010,"Floral and pollination biology, breeding system and nectar traits of Callistemon citrinus (Myrtaceae) cultivated in India",2017,https://openalex.org/W2609700883,Q13,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollination,,floral;flower;flowers,flower visitors;pollination;pollinations;pollinator;pollinators,nectar thieves,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000312,10.1111/btp.12574,Floral antagonists counteract pollinator‐mediated selection on attractiveness traits in the hummingbird‐pollinatedCollaea cipoensis(Fabaceae),2018,https://openalex.org/W2883797074,Q13,article,NO,NO,,YES,YES,YES,YES,YES,YES,floral,pollinatedcollaea;pollinator,antagonists,floral;flower;flowers,pollinated;pollinator;pollinators,antagonist;antagonists;florivores,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000313,10.18725/oparu-1149,"Floral biology, flowering phenology and floral visitors of five insect-pollinated tree species in a tropical lowland rainforest remnant of Pernambuco, Brazil",2008,https://openalex.org/W2344283507,Q02,dissertation,NO,NO,,YES,YES,NO,YES,YES,YES,floral,floral visitors;pollinated,,floral;flower,floral visitors;pollination;pollinators,florivore,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000314,10.1071/bt22055,"Floral biology, pollination vectors and breeding system of Zieria granulata (Rutaceae), an endangered shrub endemic to eastern Australia",2023,https://openalex.org/W4381623784,Q12,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollination,,floral;flower;flowers,floral visitors;pollination;pollinators,seed predation,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000315,10.1086/706240,"Floral Evolution: Breeding Systems, Pollinators, and Beyond",2019,https://openalex.org/W2980376333,Q06;Q08;Q09;Q10,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollinators,,floral;flower;flowers,pollinated;pollination;pollinator;pollinators,antagonistic;herbivores;nonpollinator,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000316,10.1101/184382,Floral herbivory does not reduce pollination-mediated fitness in shelter rewarding Royal Irises,2017,https://openalex.org/W2753807379,Q06;Q08;Q09;Q10;Q11;Q12,preprint,NO,NO,,YES,YES,YES,YES,YES,YES,floral,pollination,herbivory,floral;flower;flowers,pollination;pollinator;pollinators,antagonistic;florivores;florivory;herbivores;herbivory,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000317,10.1002/ece3.72133,"Floral Integration and Phenotypic Selection on Floral Traits of Ipomoea cavalcantei (Convolvulaceae), a Rare, Endemic, and Endangered Species to the Amazon Ironstone Outcrops",2025,https://openalex.org/W4414166869,Q10;Q12;Q13,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flowers,pollinated;pollination;pollinators,seed predation;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000318,10.1016/j.ppees.2023.125764,Floral nectar: Fifty years of new ecological perspectives beyond pollinator reward,2023,https://openalex.org/W4389003255,Q01;Q04;Q08;Q10;Q13,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollinator,,floral;flower,pollinator;pollinators,antagonists,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000319,10.1371/journal.pone.0055914,Floral Nectar Guide Patterns Discourage Nectar Robbing by Bumble Bees,2013,https://openalex.org/W1963768338,Q07;Q08;Q10;Q11;Q13,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,nectar robbing,floral;flower;flowers,floral visitors;pollinators,antagonists;nectar robbing,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000320,10.3389/fevo.2020.00148,Floral Odors Can Interfere With the Foraging Behavior of Parasitoids Searching for Hosts,2020,https://openalex.org/W3031330247,Q01;Q05,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,parasitoids,floral;flowers,pollinators,herbivore;herbivores;parasitoid;parasitoids,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000321,10.1002/cbdv.202201139,Floral Phytochemistry: Impact of Volatile Organic Compounds and Nectar Secondary Metabolites on Pollinator Behavior and Health,2023,https://openalex.org/W4361191195,Q01;Q02;Q04;Q05;Q09;Q10;Q13,article,NO,NO,,YES,YES,NO,NO,YES,YES,floral,pollinator,,,pollinator;pollinators,nectar robbers,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000322,10.1111/pce.13520,Floral plasticity: Herbivore‐species‐specific‐induced changes in flower traits with contrasting effects on pollinator visitation,2019,https://openalex.org/W2909741367,Q10,article,NO,NO,,YES,YES,YES,YES,YES,YES,floral;flower,pollinator,herbivore,floral;flower;flowers,flower visitors;pollinating;pollinator;pollinators,antagonist;antagonists;herbivore;herbivores;herbivory,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000323,10.1093/aob/mct189,Floral polymorphism and the fitness implications of attracting pollinating and florivorous insects,2013,https://openalex.org/W2161903288,Q06;Q07;Q08;Q09;Q10;Q12,article,NO,NO,,YES,YES,YES,YES,YES,YES,floral,pollinating,florivorous,floral,pollinating;pollinator;pollinators,antagonistic;florivores;non-pollinating,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000324,,"Floral resource availability and its use by hummingbirds in an area of cerrado of Uberlândia, MG",2011,https://openalex.org/W7120874267,Q13,dissertation,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollinated;pollination;pollinator;pollinators,nectar thieves,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000325,,FLORAL SCENT IN A WHOLE-PLANT CONTEXT Floral volatiles controlling ant behaviour,2009,https://openalex.org/W2183295251,Q01;Q03;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flowers,pollinators,herbivores;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000326,10.1111/j.1365-2435.2009.01643.x,Floral scent in a whole‐plant context: moving beyond pollinator attraction,2009,https://openalex.org/W2076023291,Q01;Q02;Q03;Q05;Q08;Q10;Q12,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollinator,,floral;flower;flowers,pollinated;pollination;pollinator;pollinators,antagonists;florivores;florivory;herbivore;herbivores;herbivory;parasitoid;parasitoids;seed predators,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000327,10.1201/9780429455612-10,Floral Scent Metabolic Pathways and Their Regulation,2020,https://openalex.org/W3026597822,Q02,book-chapter,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flowers,pollinators,florivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000328,10.1665/034.019.0111,"Floral Scent Terpenoids Deter the Facultative FlorivoreMetrioptera bicolor(Ensifera, Tettigoniidae, Decticinae)",2010,https://openalex.org/W1993760894,Q01;Q02,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,florivoremetrioptera,floral;flower;flowers,pollinating;pollinators,antagonists;florivores;herbivores;non-pollinating,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000329,10.1093/aob/mcq045,"Floral scents repel facultative flower visitors, but attract obligate ones",2010,https://openalex.org/W2101617482,Q01;Q05;Q08;Q10,article,YES,NO,,YES,YES,NO,YES,YES,YES,floral;flower,flower visitors,,floral;flower;flowers,flower visitors;pollinated;pollinators,antagonistic;antagonists;exploitation,KNOWN_ANCHOR,Frozen source-adjudicated anchor; use as a screening sensitivity control.,,
SCHPRISMA-000330,10.1016/j.pld.2022.11.002,Floral trait variation across individual plants within a population enhances defense capability to nectar robbing,2022,https://openalex.org/W4309196696,Q10;Q13,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,nectar robbing,floral;flowers,pollinated;pollination;pollinator;pollinators,antagonists;nectar robber;nectar robbers;nectar robbing,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000331,10.3389/fevo.2018.00019,Floral Trait Variations Among Wild Tobacco Populations Influence the Foraging Behavior of Hawkmoth Pollinators,2018,https://openalex.org/W2790382157,Q01;Q02;Q05;Q10;Q11,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollinators,,floral;flower;flowers,flower visitors;pollination;pollinator;pollinators,exploit,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000332,,Floral Traits and Pollination System of Impatiens chinensis(Balsaminaceae),2009,https://openalex.org/W2978294174,Q13,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollination,,floral;flower;flowers,pollination;pollinator;pollinators,nectar robber,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000333,10.31390/gradschool_dissertations.1813,"Floral traits, pollinator behavior, and plant reproduction: tests of natural and sexual selection in the hummingbird-pollinated herb Chrysothemis friedrichsthaliana",2007,https://openalex.org/W2760757457,Q06;Q08;Q09;Q12;Q13,dissertation,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollinated;pollinator,,floral;flower;flowers,floral visitors;pollination;pollinator;pollinators,herbivore;herbivores,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000334,10.1007/s11284-008-0481-5,"Floral traits variation, legitimate pollination, and nectar robbing in Polygala vayredae (Polygalaceae)",2008,https://openalex.org/W2013177683,Q13,article,NO,NO,,YES,YES,YES,YES,YES,YES,floral,pollination,nectar robbing,floral;flower;flowers,flower visitors;pollinations,nectar robbers;nectar robbing,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000335,10.1086/686584,"Floral Variation, Nectar Production, and Reproductive Success of Two Drymonia (Gesneriaceae) Species with Mixed Pollination Syndromes",2016,https://openalex.org/W2399485274,Q13,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollination,,floral;flower;flowers,floral visitors;pollination;pollinator;pollinators,nectar robbers,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000336,10.1371/journal.pone.0300398,Floral visitors of sesame (Sesamum indicum L.): Elucidating their nectar-robbing behaviour and impacts on the plant reproduction,2024,https://openalex.org/W4394910049,Q13,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,floral visitors,,flower;flowers,pollinators,nectar robbing,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000337,10.1093/hr/uhae220,"Floral volatile benzenoids/phenylpropanoids: biosynthetic pathway, regulation and ecological value",2024,https://openalex.org/W4401558614,Q01;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower,pollinator;pollinators,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000338,10.1111/j.1365-2435.2009.01632.x,Floral volatiles controlling ant behaviour,2009,https://openalex.org/W2075365169,Q01;Q02;Q03;Q04;Q05;Q09;Q10;Q12;Q13,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flowers,pollinators,herbivores;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000339,10.1093/aob/mcad064,Floral volatiles evoke partially similar responses in both florivores and pollinators and are correlated with non-volatile reward chemicals,2023,https://openalex.org/W4377694161,Q01;Q02;Q05;Q08;Q11,article,YES,NO,,YES,YES,YES,YES,YES,YES,floral,pollinators,florivores,floral,pollinator;pollinators,antagonist;antagonists;florivore;florivores,KNOWN_ANCHOR,Frozen source-adjudicated anchor; use as a screening sensitivity control.,,
SCHPRISMA-000340,10.1101/2023.02.13.528270,Floral volatiles evoke partially similar responses in both florivores and pollinators and are correlated with non-volatile reward chemicals,2023,https://openalex.org/W4320719640,Q01;Q02;Q05;Q08;Q10;Q11,preprint,NO,NO,,YES,YES,YES,YES,YES,YES,floral,pollinators,florivores,floral;flower;flowers,flower visitor;flower visitors;pollinators,antagonistic;antagonists;exploitation;florivores,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000341,10.1111/pce.12314,Floral volatiles: from biosynthesis to function,2014,https://openalex.org/W2135298692,Q01;Q02;Q03;Q05;Q09;Q11;Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flowers,pollinators,florivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000342,10.1186/s12898-015-0047-7,Floral volatiles interfere with plant attraction of parasitoids: ontogeny-dependent infochemical dynamics in Brassica rapa,2015,https://openalex.org/W1509872849,Q01;Q05,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,parasitoids,floral,pollinators,herbivore;herbivores;herbivory;parasitoid;parasitoids,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000343,10.3389/fpls.2022.813418,Florivory and Pollination Intersection: Changes in Floral Trait Expression Do Not Discourage Hummingbird Pollination,2022,https://openalex.org/W4221066800,Q01;Q02;Q05;Q07;Q08,article,NO,NO,,YES,YES,YES,YES,YES,YES,floral,pollination,florivory,floral;flowers,pollination;pollinator,florivore;florivores;florivory,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000344,10.1093/aobpla/plw036,Florivory and pollinator visitation: a cautionary tale,2015,https://openalex.org/W2365642820,Q05;Q09;Q10;Q12,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinator,florivory,floral;flowers,pollinated;pollination;pollinator;pollinators,florivory;herbivores,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000345,10.1002/ece3.3921,Florivory indirectly decreases the plant reproductive output through changes in pollinator attraction,2018,https://openalex.org/W2789756960,Q09,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinator,florivory,floral;flower;flowers,floral visitors;pollination;pollinator;pollinators,florivores;florivory;herbivores,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000346,10.1002/ecs2.1326,Florivory shapes both leaf and floral interactions,2016,https://openalex.org/W2435941939,Q01;Q02;Q03;Q04;Q05;Q09;Q10;Q12;Q13,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,florivory,floral;flower;flowers,pollinators,antagonisms;florivory;herbivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000347,10.3390/plants9030397,"Flower Colour Polymorphism, Pollination Modes, Breeding System and Gene Flow in Anemone coronaria",2020,https://openalex.org/W3012794590,Q01;Q03;Q06;Q07;Q08;Q10;Q12,article,NO,NO,,YES,YES,NO,YES,YES,YES,flower,pollination,,flower;flowers,pollinated;pollinating;pollination;pollinators,non-pollinating,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000348,10.3389/fpls.2020.611877,"Flower Production, Headspace Volatiles, Pollen Nutrients, and Florivory in Tanacetum vulgare Chemotypes",2021,https://openalex.org/W3122082592,Q01;Q02;Q05;Q08;Q09;Q10;Q11,article,NO,NO,,YES,NO,YES,YES,YES,YES,flower,,florivory,floral;flower;flowers,flower visitors;pollinators,antagonistic;florivores;florivorous;florivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000349,10.1098/rstb.2021.0157,Flower sharing and pollinator health: a behavioural perspective,2022,https://openalex.org/W3201645558,Q10;Q11,article,NO,NO,,YES,YES,NO,YES,YES,YES,flower,pollinator,,floral;flowers,pollinating;pollinator,parasites,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000350,10.1111/jse.70046,Flower traits evolution in a bird‐pollinated genus Brandisia (Orobanchaceae) from Asia,2026,https://openalex.org/W7125816984,Q10,article,NO,NO,,YES,YES,NO,YES,YES,YES,flower,pollinated,,floral;flowers,pollinated;pollination;pollinator;pollinators,antagonists;parasitic,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000351,10.1111/oik.01347,Flower visitation by birds in Europe,2014,https://openalex.org/W2137588919,Q13,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,floral;flower;flowers,pollinating;pollination;pollinators,exploiting,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000352,10.1101/2023.11.21.568056,Flower visitor groups show differential responses to individual and plot-level chemodiversity with consequences for plant fitness,2023,https://openalex.org/W4388880329,Q01;Q02;Q04;Q05;Q10;Q13,preprint,NO,NO,,YES,YES,NO,YES,YES,YES,flower,flower visitor,,floral;flower,floral visitors;flower visitors;pollinator;pollinators,florivore;florivores;herbivores,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000353,10.1111/btp.13342,Flower visitor networks: Reduced reproductive success driven by antagonists in a hummingbird‐pollinated species,2024,https://openalex.org/W4398776692,Q05;Q08;Q09;Q10;Q13,article,NO,NO,,YES,YES,YES,YES,YES,YES,flower,flower visitor;pollinated,antagonists,floral;flower,flower visitor;flower visitors;pollinators,antagonist;antagonistic;antagonists,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000354,10.1590/0102-33062019abb0209,Flowering and pollination ecology of Cleistocactus baumannii (Cactaceae) in the Brazilian Chaco: pollinator dependence and floral larceny,2020,https://openalex.org/W3013915418,Q13,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollination;pollinator,,floral;flower;flowers,floral visitors;pollinator,nectar robber;nectar robbers;nectar robbery,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000355,10.6084/m9.figshare.12027627,Flowering and pollination ecology of Cleistocactus baumannii (Cactaceae) in the Brazilian Chaco: pollinator dependence and floral larceny,2020,https://openalex.org/W4394281482,Q13,dataset,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollination;pollinator,,floral;flower;flowers,floral visitors;pollinator,nectar robber;nectar robbers;nectar robbery,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000356,10.3120/0024-9637-70.4.197,"FLOWERING, FRUIT SET, AND SEED PREDATION IN ARCTOSTAPHYLOS MORROENSIS, A RARE OBLIGATE-SEEDING SHRUB",2024,https://openalex.org/W4399087562,Q12;Q13,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,seed predation,flower,pollinator;pollinators,herbivores;seed predation;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000357,10.15302/j-fase-2021427,FLOWERING PLANTS AND ENTOMOPHAGOUS ARTHROPODS IN THE AGRICULTURAL LANDSCAPE: A PRACTISE-ORIENTED SUMMARY OF A COMPLEX RELATIONSHIP,2021,https://openalex.org/W4251710210,Q01,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination,parasitoids,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000358,10.1046/j.1365-2311.2002.00438.x,Flowers at the front line of invasion?,2002,https://openalex.org/W1967113924,Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,flowers,,,floral;flower;flowers,pollinating;pollination;pollinator;pollinators,herbivores;seed predation;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000359,10.1111/oik.10219,"Flowers of ruderal species are numerous but small, short and low‐rewarding",2023,https://openalex.org/W4386483108,Q01;Q04;Q07;Q08;Q09;Q13,article,NO,NO,,YES,NO,NO,YES,YES,YES,flowers,,,floral;flower;flowers,pollinators,parasitoid,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000360,10.1111/1365-2745.70103,Foliar herbivory pushes plant individuals towards the periphery of a plant–floral visitor interaction network,2025,https://openalex.org/W4412361948,Q05;Q08,article,NO,NO,,YES,YES,YES,YES,YES,YES,floral,floral visitor,herbivory,floral;flower;flowers,flower visitor;flower visitors;pollinators,herbivores;herbivory,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000361,10.1007/s11101-019-09642-y,For antagonists and mutualists: the paradox of insect toxic secondary metabolites in nectar and pollen,2019,https://openalex.org/W2970593363,Q01;Q04;Q07;Q10;Q13,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,antagonists,floral;flower,pollination;pollinator;pollinators,antagonists;herbivores;parasites,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000362,10.1111/oik.2017.v126.i9,Foraging strategy predicts foraging economy in a facultative secondary nectar robber,2017,https://openalex.org/W4243010376,Q13,paratext,NO,NO,,NO,NO,YES,YES,YES,YES,,,nectar robber,floral;flower;flowers,pollination,nectar robbing,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000363,10.20944/preprints202511.1707.v1,Four Petal-Specific TPS Drive Nocturnal Terpene Scent in Jasminum sambac,2025,https://openalex.org/W4416615265,Q01;Q05;Q10,preprint,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flower,pollination;pollinators,antagonists,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000364,10.3390/horticulturae12010010,Four Petal-Specific TPS Drive Nocturnal Terpene Scent in Jasminum sambac,2025,https://openalex.org/W7116858585,Q01;Q05;Q10,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flower,pollination;pollinators,antagonists,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000365,10.1007/s10886-006-9051-x,Fragrance of Canada Thistle (Cirsium arvense) Attracts Both Floral Herbivores and Pollinators,2006,https://openalex.org/W2066723483,Q01;Q02,article,NO,NO,,YES,YES,YES,NO,NO,NO,floral,pollinators,herbivores,,,,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000366,10.1201/9781003595694-2,Fragrant Signals (Jasmonates) in Growth and Development,2025,https://openalex.org/W4408891910,Q01,book-chapter,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flower,pollinators,herbivores,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
