source_file,record_id,study_id,independence_cluster,doi,year,plant_taxon,evidence_tier,trait_A_class,trait_D_class,partner_role,route,outcome_construct,study_design,source_effect_metric,effect_value,standard_error,n_total,n_treatment,n_control,effect_orientation,dose_value,dose_unit,dose_naturalness,reward_context,consumer_taxon,consumer_specialization,alternative_resource_context,pollinator_service_context,antagonist_pressure_context,is_direct_AxD,is_same_system_multi_route,is_primary_effect,source_verification_state,source_basis,source_locator,coder_id,coding_date,notes
MASTER_LEDGER_V1.csv,MP011,Kessler_Baldwin_2007_Nicotiana,Kessler_Baldwin_2007_Nicotiana,10.1111/j.1365-313X.2006.02995.x,2007,Nicotiana attenuata,2,,chemical_defence,floral_antagonist,D_to_antagonism,nectar_thief_visitation,choice_assay,,,,,,,nectar_repellents__lower_ant_visitation,,,standardized_bioassay_concentration,,Solenopsis_xyloni,nectar_thief,,,,false,true,true,primary_fulltext_verified,primary_article,Plant Journal Summary; visitor bioassays,assistant_source_audit,2026-08-11,Same floral chemical/filter module reduces nectar-thief use while producing outcome-dependent pollinator effects.
MASTER_LEDGER_V1.csv,MP012,Irwin_Adler_Brody_2004_Ipomopsis,Irwin_Adler_Brody_2004_Ipomopsis,10.1890/03-0390,2004,Ipomopsis aggregata,2,reward,nectar_access_resistance,floral_antagonist,D_to_antagonism,nectar_robbing,field_empirical_case_study,,,,,,,more_dilute_nectar__lower_bumblebee_robbing,,,natural_trait_variation,,Bombus occidentalis,nectar_robber,,,,false,true,true,repository_fulltext_verified,primary_article,Virginia Tech repository article record/full file; empirical Ipomopsis case,assistant_source_audit,2026-08-11,"Operational D role is established by reduced nectar robbing. Nectar concentration is also a reward trait, so role overlap is recorded explicitly."
MASTER_LEDGER_V1.csv,MP013,Irwin_Adler_Brody_2004_Ipomopsis,Irwin_Adler_Brody_2004_Ipomopsis,10.1890/03-0390,2004,Ipomopsis aggregata,2,reward,nectar_access_resistance,pollinator,D_to_pollination,pollinator_use,field_empirical_case_study,,,,,,,more_dilute_nectar__no_detected_deterrence_of_hummingbird_pollinators,,,natural_trait_variation,,hummingbird_pollinators,legitimate_pollinators,,,,false,true,true,repository_fulltext_verified,primary_article,Virginia Tech repository article record/full file; empirical Ipomopsis case,assistant_source_audit,2026-08-11,A same-system counterexample to universal D-to-pollinator cost: robber resistance occurs without detected hummingbird deterrence.
MASTER_LEDGER_V1.csv,MP014,Gronquist_et_al_2001_Hypericum,Gronquist_2001_Hypericum,10.1073/pnas.231471698,2001,Hypericum calycinum,4,visual_UV_pattern,chemical_defence,floral_antagonist,D_to_antagonism,caterpillar_feeding_and_performance,feeding_assay,,,,,,,hypercalin_A__deterrent_and_toxic_to_caterpillar,,,,,,Utetheisa ornatrix,herbivore,,,,false,false,true,primary_fulltext_verified,primary_article,PNAS/PMC full text; hypercalin A feeding tests,assistant_source_audit,2026-08-11
LEDGER_BATCH_2_V1.csv,MP015,Gorden_Adler_2018_Impatiens_capensis,Gorden_Adler_2018_Impatiens_capensis,10.1002/ajb2.1182,2018,Impatiens capensis,2,visual_signal,chemical_defence,pollinator,A_to_pollination,visitation_rate,observational_treatment_adjusted,standardized_regression_slope,0.007939350771381462,0.12326869830764664,81,,,higher_redness__higher_pollinator_visitation,,,,,Bombus_and_Apis,legitimate_pollinators,,,,false,true,true,dryad_workflow_rerun_verified,primary article + title-validated Dryad + archived workflow rerun,impatiens_four_path_model_report.json; workflow run 28713490690 artifact 8083707968,assistant_source_audit,2026-08-11,"All CI includes zero. Floral condensed-tannin D role is established only through linked same-species source evidence, not a tannin manipulation in this study."
LEDGER_BATCH_2_V1.csv,MP016,Gorden_Adler_2018_Impatiens_capensis,Gorden_Adler_2018_Impatiens_capensis,10.1002/ajb2.1182,2018,Impatiens capensis,2,visual_signal,chemical_defence,pollinator,D_to_pollination,visitation_rate,observational_treatment_adjusted,standardized_regression_slope,-0.1806924892183704,0.12398805467092562,81,,,higher_floral_condensed_tannins__lower_pollinator_visitation,,,,,Bombus_and_Apis,legitimate_pollinators,,,,false,true,true,dryad_workflow_rerun_verified,primary article + title-validated Dryad + linked D-role source 10.1002/ecs2.1326,impatiens_four_path_model_report.json; workflow run 28713490690 artifact 8083707968,assistant_source_audit,2026-08-11,Point estimate is interference-compatible but CI overlaps zero. D role is observationally supported by linked same-species floral-interaction evidence.
LEDGER_BATCH_2_V1.csv,MP017,Gorden_Adler_2018_Impatiens_capensis,Gorden_Adler_2018_Impatiens_capensis,10.1002/ajb2.1182,2018,Impatiens capensis,2,visual_signal,chemical_defence,floral_antagonist,A_to_antagonism,natural_florivory,observational_treatment_adjusted,standardized_regression_slope,-0.09484222451220428,0.06959014319333554,154,,,higher_redness__lower_natural_florivory,,,,,florivores,floral_antagonists,,,,false,true,true,dryad_workflow_rerun_verified,primary article + title-validated Dryad,impatiens_four_path_model_report.json; workflow run 28713490690 artifact 8083707968,assistant_source_audit,2026-08-11,Point estimate is opposite to a simple attraction-tracking expectation and CI overlaps zero; retain without directional recoding.
LEDGER_BATCH_2_V1.csv,MP018,Gorden_Adler_2018_Impatiens_capensis,Gorden_Adler_2018_Impatiens_capensis,10.1002/ajb2.1182,2018,Impatiens capensis,2,visual_signal,chemical_defence,floral_antagonist,D_to_antagonism,natural_florivory,observational_treatment_adjusted,standardized_regression_slope,0.08982532228379264,0.07442410557339477,154,,,higher_floral_condensed_tannins__higher_natural_florivory,,,,,florivores,floral_antagonists,,,,false,true,true,dryad_workflow_rerun_verified,primary article + title-validated Dryad + linked D-role source 10.1002/ecs2.1326,impatiens_four_path_model_report.json; workflow run 28713490690 artifact 8083707968,assistant_source_audit,2026-08-11,"Same-panel point estimate is opposite to the linked earlier same-species negative associations and CI overlaps zero. Treat as unresolved, not as a confirmed sign reversal."
LEDGER_BATCH_2_V1.csv,MP019,Gorden_Adler_2018_Impatiens_capensis,Gorden_Adler_2018_Impatiens_capensis,10.1002/ajb2.1182,2018,Impatiens capensis,1,visual_signal,chemical_defence,fitness_component,direct_AxD,CH_fruits_per_plant_per_day,observational_treatment_adjusted,standardized_interaction_slope,-0.08204327143960177,0.05482582780480049,170,,,positive_effect__complementarity_compatible_negative__substitutability_compatible,,,,,,,,,,true,true,true,dryad_workflow_rerun_verified,primary article + title-validated Dryad + linked D-role source 10.1002/ecs2.1326,impatiens_four_path_model_report.json; impatiens_ch_fruit_surface; workflow run 28713490690 artifact 8083707968,assistant_source_audit,2026-08-11,"First Tier-1 observational direct interaction record. 95% CI [-0.1895018939,+0.0254153511], p=0.13454. Reproductive component only; not lifetime fitness or c_AD."
LEDGER_BATCH_2_V1.csv,MP020,Gorden_Adler_2018_Impatiens_capensis,Gorden_Adler_2018_Impatiens_capensis,10.1002/ajb2.1182,2018,Impatiens capensis,1,visual_signal,chemical_defence,fitness_component,direct_AxD,seeds_per_CH_fruit,observational_treatment_adjusted,standardized_interaction_slope,0.10403068300039074,0.10434680675210913,85,,,positive_effect__complementarity_compatible_negative__substitutability_compatible,,,,,,,,,,true,true,true,dryad_workflow_rerun_verified,primary article + title-validated Dryad + linked D-role source 10.1002/ecs2.1326,impatiens_four_path_model_report.json; impatiens_ch_seed_surface; workflow run 28713490690 artifact 8083707968,assistant_source_audit,2026-08-11,"Tier-1 observational direct interaction record with opposite point direction from fruit-rate component. 95% CI [-0.1004890582,+0.3085504242], p=0.31878."
LEDGER_BATCH_2_V1.csv,MP021,Gross_Sun_Schiestl_2016_Gymnadenia_odoratissima,Gross_Sun_Schiestl_2016_Gymnadenia_odoratissima,10.1371/journal.pone.0147975,2016,Gymnadenia odoratissima,3,scent,,floral_antagonist,A_to_antagonism,eaten_flowers_per_total_flowers,observational_same_day_linked,log_odds_slope_per_1SD_log1p_scent,0.5681372484032325,0.26853786351611825,1162,,,higher_total_floral_scent__higher_odds_florivory,,,,,florivores,floral_antagonists,,,,false,false,true,exact_dryad_row_linkage_verified,primary article + Dryad 10.5061/dryad.dj40r + historical reproducible extraction,evidence/extract-gymnadenia-a-to-antagonism four_path_effect_registry; population x year adjusted quasi-binomial logit,assistant_source_audit,2026-08-11,"95% CI [0.0418127074,1.0944617894], p=0.03437; exp(beta) approximately 1.765 odds ratio per 1 SD log1p scent. Same-day observational association, not causal scent effect."
LEDGER_BATCH_3_V1.csv,MP022,Theis_et_al_2014_Cucurbitaceae,Theis_et_al_2014_Cucurbitaceae,10.3732/ajb.1400171,2014,Cucurbita spp.,2,scent_sesquiterpenoids,,pollinator,A_to_pollination,floral_visitation,comparative_field_interactions_plus_common_greenhouse_traits,reported_model_beta_with_SE,0.096,0.034,,,,higher_floral_sesquiterpenoids__higher_squash_bee_visitation,,,,,Peponapis_pruinosa,specialist_pollinator,,,,false,true,true,primary_fulltext_and_dryad_verified,primary article + Dryad 10.5061/dryad.1h189,Models paragraph; Figure 3; Appendix S6; within-Cucurbita model,assistant_source_audit,2026-08-11,"Reported 95% CI [0.029,0.163]. Corolla length was included in the reported within-Cucurbita model but its CI crossed zero. The coefficient scale is retained as source-reported and is not pooled with standardized slopes or log-odds effects."
LEDGER_BATCH_3_V1.csv,MP023,Theis_et_al_2014_Cucurbitaceae,Theis_et_al_2014_Cucurbitaceae,10.3732/ajb.1400171,2014,Cucurbita spp.,2,scent_sesquiterpenoids,,floral_antagonist,A_to_antagonism,flower_beetle_abundance_or_visitation,comparative_field_interactions_plus_common_greenhouse_traits,reported_model_beta_with_SE,2.91,1.28,,,,higher_floral_sesquiterpenoids__higher_cucumber_beetle_flower_use,,,,,Acalymma_vittatum,specialist_floral_herbivore,,,,false,true,true,primary_fulltext_and_dryad_verified,primary article + Dryad 10.5061/dryad.1h189,Models paragraph; Figure 3; Appendix S6; within-Cucurbita model,assistant_source_audit,2026-08-11,"Reported 95% CI [0.40,5.4]. This is the second independent quantitative A-to-antagonism anchor after Gymnadenia, but the effect metric/scale differs and is not pooled. The same floral sesquiterpenoid axis positively predicts specialist pollinator and specialist floral-herbivore use in the same comparative panel."
LEDGER_BATCH_3_V1.csv,MP024,Takeda_Kadokawa_Kawakita_2021_slippery_flowers,Takeda_Kadokawa_Kawakita_2021,10.1093/aob/mcaa168,2021,Codonopsis lanceolata,4,,physical_access_waxy_slippery_perianth,floral_antagonist,D_to_antagonism,ant_flower_entry,field_barrier_disable_manipulation,source_reported_direction_and_percentages,,,83,43,40,intact_slippery_perianth__lower_ant_entry_than_non_slippery_bridge,,,,exposed_nectar,nectar_thieving_ants,floral_nectar_thieves,,,,false,false,true,primary_fulltext_verified,primary_article,Bridging experiment; Fig. 3A; GLMM Wald P<0.001,assistant_source_audit,2026-08-11,"43 bridged flowers versus 40 controls. Flowers receiving ants at least once: 28% bridged versus 10% control. The paper analyzes repeated ant-present records with a binomial GLMM and individual random effect, so no SE-bearing effect is reverse-engineered from the rounded flower-level percentages."
LEDGER_BATCH_3_V1.csv,MP025,Takeda_Kadokawa_Kawakita_2021_slippery_flowers,Takeda_Kadokawa_Kawakita_2021,10.1093/aob/mcaa168,2021,Fritillaria koidzumiana,4,,physical_access_waxy_slippery_perianth,floral_antagonist,D_to_antagonism,ant_flower_entry,field_barrier_disable_manipulation,source_reported_direction_and_percentages,,,80,40,40,intact_slippery_perianth__lower_ant_entry_than_non_slippery_bridge,,,,exposed_nectar,nectar_thieving_ants,floral_nectar_thieves,,,,false,false,true,primary_fulltext_verified,primary_article,Bridging experiment; Fig. 3B; GLM Wald P<<0.001,assistant_source_audit,2026-08-11,"40 bridged flowers versus 40 controls. Flowers receiving ants at least once: 45% bridged versus 5.1% control. The source's GLM response is the frequency of ant-present records, so the rounded at-least-once percentages are kept as directional context rather than converted into an uncertainty-bearing meta-analytic effect."
LEDGER_BATCH_3_V1.csv,MP026,Theis_Adler_2012_Cucurbita,Theis_Adler_2012_Cucurbita,10.1890/11-0825.1,2012,Cucurbita pepo var. texana,4,enhanced_floral_fragrance,,floral_antagonist,A_to_antagonism,florivore_attraction,field_factorial_fragrance_pollination_florivore_manipulation,source_adjudicated_direction,,,,,,enhanced_fragrance__higher_florivore_attraction,,,,,florivores,floral_antagonists,,,,false,true,true,primary_fulltext_verified_public_raw_route_closed,primary article + publisher-linked Figshare collection 10.6084/m9.figshare.c.3304428,primary abstract/result direction; Figshare collection audit run 31457465735 artifact 9088764329,assistant_source_audit,2026-08-11,"Primary experiment reports increased florivore attraction under enhanced fragrance and reduced seed production. The publisher-linked Figshare collection contains only Appendix A for trapping experiments, so no new uncertainty-bearing main-experiment effect is reconstructed."
LEDGER_BATCH_3_V1.csv,MP027,Theis_Adler_2012_Cucurbita,Theis_Adler_2012_Cucurbita,10.1890/11-0825.1,2012,Cucurbita pepo var. texana,4,enhanced_floral_fragrance,,pollinator,A_to_pollination,pollinator_attraction,field_factorial_fragrance_pollination_florivore_manipulation,source_adjudicated_no_detected_increase,,,,,,enhanced_fragrance__no_detected_increase_in_pollinator_attraction,,,,,pollinator_community,legitimate_pollinators,,,,false,true,true,primary_fulltext_verified_public_raw_route_closed,primary article + publisher-linked Figshare collection 10.6084/m9.figshare.c.3304428,primary abstract/result direction; Figshare collection audit run 31457465735 artifact 9088764329,assistant_source_audit,2026-08-11,"Same experiment provides a within-system contrast: enhanced fragrance increased florivore attraction rather than pollinator attraction. Reduced seed production is retained as reproductive context, not converted to an A-to-pollination effect."
LEDGER_BATCH_3_V1.csv,MP028,Kessler_et_al_2015_Nicotiana,Kessler_et_al_2015_Nicotiana,10.7554/eLife.07641,2015,Nicotiana attenuata,2,benzylacetone_floral_scent,,pollinator,A_to_pollination,pollinator_mediated_seed_production,RNAi_scent_and_nectar_full_factorial_with_species_specific_pollination_assays,source_reported_direction_and_control_relative_outcome,,,,,,scent_presence__higher_Manduca_pollinator_mediated_seed_production,,,,variable_nectar_reward,Manduca sexta,hawkmoth_pollinator_and_ovipositing_antagonist,,,M_sexta_single_pollinator_tent_assay,,false,true,true,primary_fulltext_verified_public_outcome_raw_route_closed,primary open eLife article + public supplement audit,Figure 2E; CHAL scent-silenced plants produced 17.4% of EV seed output; p<0.001; supplement audit run 31457174360 artifact 9088554499,assistant_source_audit,2026-08-11
LEDGER_BATCH_3_V1.csv,MP029,Kessler_et_al_2015_Nicotiana,Kessler_et_al_2015_Nicotiana,10.7554/eLife.07641,2015,Nicotiana attenuata,2,benzylacetone_floral_scent,,floral_antagonist,A_to_antagonism,hawkmoth_oviposition,RNAi_scent_and_nectar_full_factorial_field_and_tent_oviposition_assays,source_reported_direction_and_control_relative_outcome,,,,,,scent_presence__higher_Manduca_oviposition,,,,variable_nectar_reward,Manduca sexta,hawkmoth_pollinator_and_larval_herbivore,,,same_species_dual_role,,false,true,true,primary_fulltext_verified_public_outcome_raw_route_closed,primary open eLife article + public supplement audit,Figure 2G-H; field CHAL received 43.1% of EV eggs p=0.046; tent CHAL received 81.9% p=0.096; no-flower control showed no genotype difference,assistant_source_audit,2026-08-11
LEDGER_BATCH_3_V1.csv,MP030,Jones_Agrawal_2016_Asclepias,Jones_Agrawal_2016_Asclepias,10.1002/ecy.1483,2016,Asclepias spp.,2,,nectar_cardenolide_chemical_defence,floral_antagonist,D_to_antagonism,monarch_oviposition,paired_full_sibling_plants_with_manipulated_flower_nectar,source_reported_relative_change_plus_exact_Wald_test,,,,20,,,higher_nectar_cardenolides__lower_monarch_oviposition,,highest_reported_natural_range,20_percent_sucrose,Danaus plexippus,specialist_larval_herbivore_and_ineffective_adult_pollinator,,,,false,true,true,primary_published_fulltext_verified,Cornell institutional bitstream of published Ecology article + publisher record,Poisson GLMM methods lines 399-424; oviposition results lines 489-508; Fig. 2d,assistant_source_audit,2026-08-11,"Twenty females were each tested on paired full-sibling plants so nectar chemistry was manipulated independently of leaf traits. Eggs laid were analyzed by Poisson GLMM with nectar stimulus and flower colour fixed and butterfly random. Nectar stimulus: chi-square=13.87, df=1, P<0.001; sucrose-only plants received 61% more eggs per female than plants paired with cardenolide-laced flowers. No coefficient/SE is reported, so no pseudo-effect is reconstructed from the Wald statistic and relative percentage."
LEDGER_BATCH_3_V1.csv,MP031,Barlow_et_al_2017_Aconitum,Barlow_et_al_2017_Aconitum,10.1016/j.cub.2017.07.012,2017,Aconitum napellus and Aconitum lycoctonum,2,,nectar_alkaloid_chemical_defence,floral_antagonist,D_to_antagonism,nectar_robber_deterrence,field_observation_plus_bumblebee_alkaloid_bioassay,source_reported_threshold_and_direction,,,,,,higher_nectar_alkaloids__lower_robber_use_or_acceptance,>20,ppm,within_observed_Aconitum_chemistry_context,sucrose_nectar,Bombus terrestris,short_tongued_nectar_robber,,,,false,true,true,primary_fulltext_and_article_declared_data_verified,published Current Biology article + Oxford accepted-manuscript record; article-declared Figshare 10.6084/m9.figshare.5165350,article summary and accepted-manuscript data/software statement,assistant_source_audit,2026-08-11,"The source reports that nectar alkaloid concentrations above 20 ppm deterred B. terrestris, which is the robber in the focal Aconitum system. Public Figshare audit is in progress; no numerical coefficient is invented before the deposited bioassay schema is recovered."
LEDGER_BATCH_3_V1.csv,MP032,Barlow_et_al_2017_Aconitum,Barlow_et_al_2017_Aconitum,10.1016/j.cub.2017.07.012,2017,Aconitum napellus and Aconitum lycoctonum,2,,nectar_alkaloid_chemical_defence,pollinator,D_to_pollination,floral_visitation,field_observation_plus_bumblebee_alkaloid_bioassay,source_reported_threshold_and_direction,,,,,,higher_nectar_alkaloids__lower_pollinator_visitation,200_to_380,ppm,observed_field_range,sucrose_nectar,Bombus hortorum,long_tongued_specialist_pollinator,,,,false,true,true,primary_fulltext_and_article_declared_data_verified,published Current Biology article + Oxford accepted-manuscript record; article-declared Figshare 10.6084/m9.figshare.5165350,article summary and accepted-manuscript data/software statement,assistant_source_audit,2026-08-11,Pollinator visits correlated negatively with nectar alkaloid concentration and declined sharply between roughly 200 and 380 ppm. The contrast with robber deterrence above 20 ppm implies different consumer sensitivity thresholds within one D axis; no cross-consumer grand effect is created.
LEDGER_BATCH_4_V1.csv,MP033,Kessler_Bing_Haverkamp_Baldwin_2019_Nicotiana,Kessler_Bing_Haverkamp_Baldwin_2019_Nicotiana,10.1111/1365-2435.13332,2019,Nicotiana attenuata,2,benzylacetone_floral_scent,benzylacetone_dual_function_defensive_scent,floral_antagonist,D_to_antagonism,florivore_colonization_and_flower_damage,field_transgenic_CHAL_vs_EV_plus_choice_assays,source_reported_year_specific_proportions_and_tests,,,,,,BA_emission__lower_Diabrotica_colonization_and_feeding,,,,natural_transgenic_presence_vs_absence,,Diabrotica undecimpunctata,florivore,,,,false,false,true,primary_fulltext_verified_article_declared_data_pending_audit,primary Functional Ecology article; EDMOND DOI 10.17617/3.24 declared by authors,field colonization/damage results across 2011 2014 2016; timing assays; Data Accessibility,assistant_source_audit,2026-08-11
LEDGER_BATCH_5_V1.csv,MP034,Kessler_Bing_Haverkamp_Baldwin_2019_Nicotiana,Kessler_Bing_Haverkamp_Baldwin_2019_Nicotiana,10.1111/1365-2435.13332,2019,Nicotiana attenuata,2,benzylacetone_floral_scent,benzylacetone_dual_function_defensive_scent,floral_antagonist,D_to_antagonism,florivore_colonization,field_transgenic_CHAL_vs_EV_repeated_seasons,within_study_inverse_variance_log_odds_ratio,-1.520802,0.477083,125,,,negative_EV_vs_CHAL__BA_emission_lower_colonization,,,natural_transgenic_presence_vs_absence,,Diabrotica undecimpunctata,florivore,,,,false,false,false,public_raw_reconstruction_with_2014_source_deposit_discrepancy,primary article plus article-declared EDMOND DOI 10.17617/3.24,2011/2014/2016 Figure-1 deposited presence tables; all seasons retained,assistant_source_audit,2026-08-11,"Sensitivity effect only, not canonical primary: 2011 and 2016 deposited tables reproduce publication proportions, while 2014 deposit contains EV 4/29=13.8% versus article 10.3%=3/29. No exclusion flag exists, so the raw combined estimate is retained with discrepancy flag rather than forcing the publication count. Seasons are dependent within one study cluster."
LEDGER_BATCH_5_V1.csv,MP035,Kessler_Bing_Haverkamp_Baldwin_2019_Nicotiana,Kessler_Bing_Haverkamp_Baldwin_2019_Nicotiana,10.1111/1365-2435.13332,2019,Nicotiana attenuata,2,benzylacetone_floral_scent,benzylacetone_dual_function_defensive_scent,floral_antagonist,D_to_antagonism,florivore_colonization,field_transgenic_CHAL_vs_EV_repeated_seasons,within_study_inverse_variance_log_odds_ratio,-1.444204,0.500919,98,,,negative_EV_vs_CHAL__BA_emission_lower_colonization,,,natural_transgenic_presence_vs_absence,,Diabrotica undecimpunctata,florivore,,,,false,false,false,public_raw_reconstruction_leave_2016_out_with_2014_discrepancy,primary article plus article-declared EDMOND DOI 10.17617/3.24,2011+2014 deposited Figure-1 presence tables,assistant_source_audit,2026-08-11,Leave-2016-out robustness summary. Still not canonical because the 2014 source/deposit discrepancy remains. Kept to make the uncertainty audit reproducible rather than selecting the visually strongest seasons.
