record_id,fulltext_status,screen_fulltext,screen_fulltext_reason,evidence_lanes,A_trait,A_manipulated,pollinator_response_measured,antagonist_response_measured,common_reproductive_outcome,selection_form,cue_architecture,evolutionary_level,causal_strength,claim_ceiling,study_region,country_or_ocean_basin,latitude_reported,longitude_reported,spatial_grain,spatial_extent,single_site_vs_multisite,geographic_contrast,receiver_assemblage_contrast,biogeographic_context,historical_or_phylogenetic_context,decision_source,decision_note
SCHPRISMA-000130,AVAILABLE,INCLUDE,,DIRECTIONAL_OR_NEAR_PASS,species-specific floral scent blend / component ratio,YES_ODOR_BIOASSAY_SYNTHETIC_OR_EXTRACT,YES_EPICEPHALA_POLLINATOR_ODOR_RESPONSE,NO_SEPARATE_ANTAGONIST_RECEIVER_RESPONSE_TO_SAME_CODE,NO_COMMON_PLANT_REPRODUCTIVE_OUTCOME,POLLINATOR_CODE_SPECIFICITY_TEST,candidate_private_channel_floral_odor,among_host_species,CHEMICAL_ANALYSIS_PLUS_OLFACTOMETER,"Resolved pollinator odor specificity tests the private-channel hypothesis in a pollinating seed-predator mutualism, but larval seed predation is not measured as a receiver response to the same odor code and no common plant fitness surface is present.",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,host_species_comparison,multiple_Breynia_hosts,MULTISPECIES,NO_REPLICATED_GEOGRAPHIC_RECEIVER_REGIME_CONTRAST,NO_DIRECT_SPATIAL_RECEIVER_REGIME_CONTRAST,NOT_REPORTED,NO_HISTORICAL_PRIVATE_CUE_TRANSITION_RECONSTRUCTION,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Breynia–Epicephala study resolves species-specific pollinator scent responses and explicitly tests a private-channel hypothesis. Retained as a same-code architecture near-pass, not evidence of historical privatization."
SCHPRISMA-000134,AVAILABLE,EXCLUDE,FT_NO_ANTAGONIST_EVIDENCE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Silene circadian study measures petal/nectar/scent rhythms, floral visitation and pollination success, but no focal plant antagonist response to the floral timing coordinate is measured."
SCHPRISMA-000135,AVAILABLE,EXCLUDE,FT_NO_ANTAGONIST_EVIDENCE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Kadsura study reconstructs coevolution of resin-filled floral nurseries with pollinating resin midges, but larvae feed on resin rather than pollen, ovules or seeds; it does not supply a focal antagonist/exploiter response to a floral attraction coordinate for SCH."
SCHPRISMA-000136,AVAILABLE,INCLUDE,,EVOLUTIONARY_OUTCOME,female-flower morphology and specialized pollinating-seed-predator association,NO_COMPARATIVE_PHYLOGENETIC,YES_ACTIVE_EPICEPHALA_POLLINATION_DOCUMENTED,YES_LARVAE_CONSUME_SEEDS,NO_COMMON_MANIPULATED_A_FITNESS_SURFACE,COEVOLUTIONARY_DIVERSIFICATION_AND_HOST_SHIFT,specialized_brood_pollination_architecture,lineages_and_archipelagos,PHYLOGENY_NETWORK_AND_BIOGEOGRAPHIC_HISTORY,"Direct evidence for dynamic codiversification, host shifts and changing interaction modularity in a pollinating seed-predator mutualism; no floral cue state is reconstructed, so this does not establish shared-to-private cue evolution.",southeastern_Polynesia,Pacific_Ocean,NOT_REPORTED,NOT_REPORTED,islands_and_archipelagos,Cook_Islands_French_Polynesia_Pitcairn,MULTIISLAND,NO_DIRECT_ECOLOGICAL_GEOGRAPHIC_CONTRAST,NO_REGISTERED_SPATIAL_RECEIVER_REGIME_CONTRAST,OCEANIC_ISLAND_CODIVERSIFICATION,PHYLOGENETIC_HOST_SHIFT_AND_CODIVERSIFICATION_NO_CUE_STATE_RECONSTRUCTION,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Dissertation documents Epicephala active pollination, larval seed consumption, repeated island colonizations, host shifts and changing network modularity. Retained only in the evolutionary-outcome lane."
SCHPRISMA-000137,AVAILABLE,EXCLUDE,FT_NO_DECLARED_FLORAL_COORDINATE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Chamaecrista dissertation links morphology, pollination, herbivory and ant defense, but direct causal tests center on extrafloral resources and do not evaluate one declared floral A against both receiver classes."
SCHPRISMA-000138,AVAILABLE,EXCLUDE,FT_NO_ANTAGONIST_EVIDENCE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Mimulus flower-longevity study measures coflowering context, pollinator visitation/pollen transfer and female fitness, but the coflowering community is not a focal plant antagonist/exploiter response to the same floral A."
SCHPRISMA-000139,AVAILABLE,EXCLUDE,FT_REVIEW_ONLY_NO_PRIMARY_ROLE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,Colourful cones article is a synthesis/perspective on the evolution of flower colour rather than an independent primary shared-cue study.
SCHPRISMA-000143,AVAILABLE,EXCLUDE,FT_NO_ANTAGONIST_EVIDENCE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,Comparative Sileneae scent phylogeny analyzes day/night floral emissions and pollinator-guild interpretation; antagonist roles are contextual and not measured as a focal response to the same scent coordinate.
SCHPRISMA-000148,AVAILABLE,EXCLUDE,FT_NO_DECLARED_FLORAL_COORDINATE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Land-use gradient study crosses aphid infestation, natural enemies and pollination services, but the causal/spatial contrast is habitat and aphid pressure rather than a declared floral attraction/display coordinate A."
SCHPRISMA-000149,AVAILABLE,EXCLUDE,FT_NO_DECLARED_FLORAL_COORDINATE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Ant–plant study manipulates or compares extrafloral nectar/honeydew resource pathways affecting defense, pollination and fitness; the focal resource axis is not a floral attraction/display signal."
SCHPRISMA-000150,AVAILABLE,EXCLUDE,FT_NO_DECLARED_FLORAL_COORDINATE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"JA/SA induction study connects defense signaling to floral chemistry, pollination and seed-predator damage, but the manipulated coordinate is systemic defense state rather than a declared floral attraction/display A. Retain as cross-project provenance, not SCH one-trait evidence."
SCHPRISMA-000151,AVAILABLE,INCLUDE,,DIRECTIONAL_OR_NEAR_PASS;EVOLUTIONARY_OUTCOME,population-differentiated floral morphology in Lithophragma bolanderi,NO_OBSERVATIONAL_FLORAL_TRAITS_WITH_LOCAL_NONLOCAL_CROSSES,YES_POLLINATION_EFFICACY_AND_SEED_SET,YES_GREYA_OVIPOSITION_BEHAVIOR_AND_LARVAL_SEED_PARASITISM_CONTEXT,YES_SEED_SET_AFTER_SINGLE_MOTH_BOUT,LOCAL_NONLOCAL_COEVOLUTIONARY_MATCHING,floral_morphology_with_dual_role_pollinating_seed_parasite,among_populations,FIELD_RECEIVER_SURVEY_PLUS_LOCAL_NONLOCAL_LAB_CROSSES,"Geographic local adaptation and divergence in pollination efficacy are supported in a dual-role pollinating seed-parasite system; floral traits are not randomized, so this is near-pass/evolutionary evidence rather than a strict shared-A experiment.",Sierra_Nevada_California,USA,NOT_REPORTED,NOT_REPORTED,populations,two_contrasting_populations,MULTISITE,TWO_SIERRA_NEVADA_POPULATIONS_WITH_TRAIT_AND_EFFICACY_DIVERGENCE,POLLINATOR_COMMUNITY_DIFFERS_BETWEEN_POPULATIONS,GEOGRAPHIC_MOSAIC_OF_COEVOLUTION,LOCAL_ADAPTATION_AND_PHYLOGEOGRAPHIC_CONTEXT_NO_ANCESTRAL_CUE_RECONSTRUCTION,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,Ecology 2023 study shows two Sierra Nevada populations differ in floral morphology and pollinator communities; local moths pollinate local plants more efficiently and G. politella oviposition behavior differs among populations.
SCHPRISMA-000154,AVAILABLE,EXCLUDE,FT_NO_DECLARED_FLORAL_COORDINATE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Impatiens experiment manipulates florivory, nectar robbing and pollination supplementation and measures reproduction, but the manipulated factors are consumer interactions rather than a declared floral attraction/display A."
SCHPRISMA-000156,AVAILABLE,EXCLUDE,FT_NO_DECLARED_FLORAL_COORDINATE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,Secondary nectar-robbing study estimates consequences for male reproductive success; the focal contrast is robber behavior/damage rather than an independently declared floral A.
SCHPRISMA-000158,AVAILABLE,EXCLUDE,FT_NO_ANTAGONIST_EVIDENCE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Study addresses constraints on signals/rewards to multiple mutualists (pollinators and seed dispersers), not a focal plant antagonist/exploiter channel."
SCHPRISMA-000159,AVAILABLE,EXCLUDE,FT_NO_DECLARED_FLORAL_COORDINATE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"AMF experiment changes belowground symbiosis and measures herbivory/pollinator behavior, while floral traits are not the manipulated coordinate and were not the identified mediator."
SCHPRISMA-000167,AVAILABLE,INCLUDE,,DIRECTIONAL_OR_NEAR_PASS;EVOLUTIONARY_OUTCOME,"scape length, flower number and petal size in Primula farinosa",NO_OBSERVATIONAL_POLYMORPHISM_AND_SELECTION,YES_POLLINATOR_SELECTION_AND_POLLEN_LIMITATION,YES_SEED_PREDATOR_AND_GRAZER_SELECTION,YES_FEMALE_REPRODUCTIVE_SUCCESS_SELECTION_COMPONENTS,OPPOSING_SELECTION_AND_SPATIAL_MOSAIC,same_floral_display_axis_exposed_to_mutualists_and_antagonists,among_populations,OBSERVATIONAL_SELECTION_ACROSS_POPULATIONS,Opposing pollinator versus seed-predator/grazer selection on floral display and spatially varying net selection support compromise and geographic evolutionary mosaics; no randomized do(A) or historical cue privatization.,Sweden,Sweden,NOT_REPORTED,NOT_REPORTED,populations,three_primary_selection_populations_plus_broader_thesis_surveys,MULTISITE,MULTIPOPULATION_FLORAL_SELECTION_MOSAIC,POLLINATOR_SEED_PREDATOR_AND_GRAZER_INTERACTION_INTENSITIES_VARY_SPATIALLY,GEOGRAPHIC_SELECTION_MOSAIC,POPULATION_EVOLUTION_NO_ANCESTRAL_CUE_RECONSTRUCTION,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Primula farinosa thesis/manuscript reports pollinators selecting for conspicuous display while seed predators/grazers oppose it, with net selection varying among populations. Treat as the same biological research program as SCHPRISMA-000523 for independence-sensitive synthesis."
SCHPRISMA-000169,AVAILABLE,EXCLUDE,FT_NO_POLLINATOR_EVIDENCE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Datura defense-induction experiment changes reproductive traits and seed output, but pollinator attractiveness is inferred rather than measured as a focal pollinator response in the study."
SCHPRISMA-000177,AVAILABLE,EXCLUDE,FT_NO_DECLARED_FLORAL_COORDINATE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Leaf-damage dissertation measures subsequent floral visitors and odor changes after mechanical damage, but herbivory/damage is the antecedent treatment rather than a declared floral A evaluated by both audiences."
SCHPRISMA-000193,AVAILABLE,EXCLUDE,FT_NO_DECLARED_FLORAL_COORDINATE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Flower-defense dissertation integrates florivores, induced defense, volatiles, pollinators and fitness, but its causal contrasts are herbivore/pathogen/defense states rather than one declared floral attraction/display coordinate A."
SCHPRISMA-000194,UNAVAILABLE,EXCLUDE,FT_FULLTEXT_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"The Würzburg dissertation on defensive floral scents is highly relevant by title, but a source-verifiable full text could not be recovered in the registered open-source audit. Preserve as retrieval failure rather than biological exclusion."
SCHPRISMA-000195,AVAILABLE,INCLUDE,,DIRECTIONAL_OR_NEAR_PASS,floral petal stickiness,YES_METHANOL_REMOVAL_OF_STICKINESS,PARTIAL_POLLINATOR_CONTEXT_AND_HUMMINGBIRD_EXCLUSION_NOT_DIRECT_RESPONSE_TO_DO_A,YES_FLORIVORY_RESPONSE_TO_STICKINESS,YES_FRUIT_SET,MANIPULATED_FLORAL_DEFENCE_WITH_FITNESS,floral_defensive_surface_with_potential_pollinator_cost,among_populations,FIELD_MANIPULATION_PLUS_VISITOR_EXCLUSION,"Floral stickiness causally reduces florivory and increases fruit set, with population-specific effects; pollinator response to the same stickiness manipulation is not directly measured, so the study is near-pass rather than strict.",Colombian_Andes,Colombia,NOT_REPORTED,NOT_REPORTED,populations,three_native_populations,MULTISITE,THREE_POPULATIONS_DIFFER_IN_STICKINESS_EFFECTS_ON_FLORIVORY_AND_FRUIT_SET,NO_DIRECT_POPULATION_RECEIVER_ASSEMBLAGE_TEST,ANDEAN_POPULATION_CONTEXT,NOT_REPORTED,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Scientific Reports 2022 directly manipulates petal stickiness, measures florivory and fruit set, and reports population-specific effects. Hummingbird exclusion does not provide a direct pollinator response to do(stickiness)."
SCHPRISMA-000196,AVAILABLE,EXCLUDE,FT_NO_DECLARED_FLORAL_COORDINATE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Tree reproductive-density study evaluates conspecific density and reproductive success; high floral/seed density is ecological context, not a declared floral attraction/display coordinate with paired receiver responses."
SCHPRISMA-000197,AVAILABLE,INCLUDE,,DIRECTIONAL_OR_NEAR_PASS,synthetic floral scent compounds,YES_SYNTHETIC_SCENT_BIOASSAY,YES_BUMBLEBEE_ATTRACTION,YES_ANT_REPELLENCE_AS_FACULTATIVE_FLOWER_VISITOR,NO_COMMON_PLANT_REPRODUCTIVE_OUTCOME,OPPOSITE_RECEIVER_RESPONSE_TO_IDENTICAL_SYNTHETIC_SCENTS,same_chemical_coordinate_opposite_receiver_responses,within_bioassay,DIRECT_BEHAVIORAL_SAME_CODE_ASSAY,"Direct synthetic same-code assay shows bumblebee attraction and ant repulsion, supporting receiver separability/opposite response; ant role is conditional and no plant reproductive outcome is measured, so this is not strict and does not prove privacy.",laboratory_bioassay,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,behavioral_assay,bumblebee_and_ant_assays,NOT_APPLICABLE,NO_GEOGRAPHIC_CONTRAST,NO_SPATIAL_RECEIVER_REGIME_CONTRAST,NOT_REPORTED,NO_HISTORICAL_TRANSITION,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,"Plant Signaling & Behavior addendum reports empirical bumblebee and ant responses to synthetic floral scent compounds, extending the associated meta-analysis with a direct same-code behavioral contrast."
SCHPRISMA-000200,AVAILABLE,EXCLUDE,FT_REVIEW_ONLY_NO_PRIMARY_ROLE,,,,,,,,,,,,,,,,,,,,,,,SOURCE_VERIFIED_BATCH2_FULLTEXT_V13_2026-08-31,Determining factors of flower coloration is a review/synthesis article rather than an independent primary shared-cue study.
