record_id,screen_title_abstract,screen_title_abstract_reason,fulltext_status,screen_fulltext,screen_fulltext_reason,evidence_lanes,A_trait,A_manipulated,pollinator_response_measured,antagonist_response_measured,common_reproductive_outcome,selection_form,cue_architecture,evolutionary_level,causal_strength,claim_ceiling,study_region,country_or_ocean_basin,latitude_reported,longitude_reported,spatial_grain,spatial_extent,single_site_vs_multisite,geographic_contrast,receiver_assemblage_contrast,biogeographic_context,historical_or_phylogenetic_context,decision_source,decision_note
SCHPRISMA-000031,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIOR_SOURCE_ADJUDICATION,"Prior source-adjudicated anchor; retain for systematic full-text screening only."
SCHPRISMA-000032,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary landscape-gradient study jointly evaluates herbivory, floral display, pollination and plant reproduction; strong JBI geography candidate."
SCHPRISMA-000035,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Preprint of a genetic-architecture study linking floral and herbivory-induced volatile variation; retain for evolutionary-outcome adjudication and later duplicate-report handling."
SCHPRISMA-000036,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Published genetic-architecture study links floral and herbivory-induced volatile variation via pleiotropy/linkage; retain for evolutionary-outcome adjudication."
SCHPRISMA-000037,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary experiment jointly reports flower production/pollinator attraction, herbivore response/tolerance and seed yield; retain as a near-pass/context candidate."
SCHPRISMA-000038,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Community florivory study measures flower attributes and florivory but not pollinator response/service; pollinator attractiveness is conceptual."
SCHPRISMA-000040,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Global fig–pollinating-wasp codiversification study addresses mutualistic pollinators; herbivore references are comparative background, not a focal antagonist channel."
SCHPRISMA-000043,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary study measures floral/nectar traits, hawkmoth pollination, nectar-robbing bumblebees and seed production."
SCHPRISMA-000046,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary Datura–Manduca study tests the same floral scent coordinate on pollinator feeding and herbivore oviposition behavior."
SCHPRISMA-000051,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary study manipulates aphid herbivory and measures floral chemistry plus pollinator behavior in Silene latifolia."
SCHPRISMA-000052,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Preprint version of the aphid–floral chemistry–pollinator study; retain for later duplicate-report adjudication."
SCHPRISMA-000054,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary study explicitly evaluates pollinators and seed predators as selective agents on flower colour."
SCHPRISMA-000066,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary study jointly evaluates nectar-robbing bumblebees, legitimate pollinators and female reproductive output in a floral polymorphism."
SCHPRISMA-000069,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary experiment supplements floral nectar and measures Manduca oviposition; adult moths also pollinate, making the reward coordinate directly relevant to mutualist–antagonist conflict."
SCHPRISMA-000070,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIOR_SOURCE_ADJUDICATION,"Prior source-adjudicated anchor; retain for systematic full-text screening only."
SCHPRISMA-000072,EXCLUDE,TA_NOT_PRIMARY_OR_RELEVANT_SYNTHESIS,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"eLife author-response/peer-review object, not an independent primary study or synthesis record."
SCHPRISMA-000073,EXCLUDE,TA_NOT_FLORAL_SIGNAL,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary study concerns ant defensive mutualism at extrafloral nectar; pollinator costs are real but the focal manipulated interaction is not a floral attraction/display signal coordinate."
SCHPRISMA-000077,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Floral mimicry experiment concerns pollinator decision costs/benefits; the 'exploitation' is of pollinators by deceptive flowers, not a plant antagonist/exploiter audience."
SCHPRISMA-000078,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary brood-pollination study documents adult pollination and larval use of reproductive structures by the same beetle system; retain as a dual-role exploiter/pollinator candidate."
SCHPRISMA-000084,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Nitrogen-enrichment study measures floral traits, pollinator visitation and plant reproduction; plant–herbivore interactions are background rather than a measured antagonist channel."
SCHPRISMA-000085,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary study tests an extra-floral visual display already implicated in pollinator attraction for anti-herbivore signaling; related display-cue candidate."
SCHPRISMA-000086,EXCLUDE,TA_NO_POLLINATOR_COMPONENT,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Comparative Helianthus study analyzes floral architecture versus abiotic environment; pollination/florivory are motivating selective agents rather than measured consumer responses."
SCHPRISMA-000087,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary ant-exclusion study measures herbivores/nectar thieves, legitimate pollinator visitation and fruit fitness effects."
SCHPRISMA-000090,EXCLUDE,TA_NO_ANTAGONIST_COMPONENT,,,,,,,,,,,,,,,,,,,,,,,,,,ASSISTED_SOURCE_VERIFIED_PRIMARY_SCREEN_2026-08-30,"Primary mistletoe floral-trait/visitor study; 'parasitizing' describes the focal plant's host relationship with mesquite, not an antagonist audience acting on its flowers."
SCHPRISMA-000172,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIOR_SOURCE_ADJUDICATION,"Prior source-adjudicated anchor; retain for systematic full-text screening only."
SCHPRISMA-000219,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIOR_SOURCE_ADJUDICATION,"Prior source-adjudicated anchor; retain for systematic full-text screening only."
SCHPRISMA-000329,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIOR_SOURCE_ADJUDICATION,"Prior source-adjudicated anchor; retain for systematic full-text screening only."
SCHPRISMA-000339,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIOR_SOURCE_ADJUDICATION,"Prior source-adjudicated anchor; retain for systematic full-text screening only."
SCHPRISMA-000411,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIOR_SOURCE_ADJUDICATION,"Prior source-adjudicated anchor; retain for systematic full-text screening only."
SCHPRISMA-000658,RETAIN_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,PRIOR_SOURCE_ADJUDICATION,"Prior source-adjudicated anchor; retain for systematic full-text screening only."
